,fidelity,radius,thickness,npanels,theta,length,height,z_offset,volume,nC_Ge77,prod_rate_Ge77[nuc/(kg*yr)],total_nC_Ge77[cts],nC_Ge77_scaling,time_0[ms],x_0[m],y_0[m],z_0[m],r_0[m],L_0[m],px_0[m],py_0[m],pz_0[m],ekin_0[eV],edep_0[eV],vol_0,time_t[ms],x_t[m],y_t[m],z_t[m],r_t[m],L_t[m],px_t[m],py_t[m],pz_t[m],ekin_t[eV],edep_t[eV],ln(E0vsET),vol_t,nsteps,nC_A,nC_Z,nsec,nsec_with_nC,nprimaries,weights
0,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,2.5833567,0.59979875,-1.7877537,2.652072845895537,3.1983673447245144,-0.789188903,-0.602053483,-0.12129501,579286.034,0.0,7.0,96.8097614,1.65282842,0.44019377,-2.06646267,1.7104421478397067,2.6825138038060565,0.0,-0.0,-0.0,0.0,0.0,29.387647299345726,7.0,48,41,18,1,0,1.0,4e-05
1,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-0.85894122,2.11049026,1.69,2.2785849022957114,2.8369083800803216,-0.42179921,-0.89384814,-0.1520557,1169187.75181011,0.0,7.0,14.6441107,-0.95802294,2.26099559,2.37233462,2.4555873048144083,3.414363858878581,0.0,0.0,0.0,0.0,0.0,30.08991548742144,3.0,11,158,64,1,0,1.0,4e-05
2,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.06707449,-0.41170533,0.66493501,0.4171333910863154,0.7849451149493633,0.24851629,0.96822031,0.02809052,183415322.0,0.0,11.0,0.00252477,0.1700993,-0.01032032,0.6765802,0.1704120913121847,0.6977112926543703,0.0,0.0,0.0,0.0,0.0,35.145359309421096,11.0,2,0,0,5,0,1.0,4e-05
3,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.94644521,1.89977216,-1.28356556,2.1224732731987483,2.4804099141595777,0.93458827,0.0663025,0.34949786,1473421.14468597,0.0,15.0,0.05407026,1.63239264,2.15837638,-1.45133003,2.70615859270444,3.070774036761395,0.0,-0.0,-0.0,0.0,0.0,30.321193215033645,6.0,6,0,0,2,0,1.0,4e-05
4,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.44929658,1.30395221,1.46201447,1.9495517286708708,2.436850067864858,-0.61388127,-0.49875176,0.61187946,822235.85058398,0.0,7.0,8.03680894,1.40095808,-1.03974059,2.30101459,1.7446329231132935,2.887630893968913,-0.0,-0.0,0.0,0.0,0.0,29.737878206693704,3.0,23,158,64,1,0,1.0,4e-05
5,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-2.05070582,0.9706339,-3.30945473,2.268815666379947,4.01248241590296,-0.22219949,0.45620675,0.86168601,8097947.79382378,0.0,7.0,0.00222332,-2.07002554,1.0103,-3.23453316,2.3034130819834058,3.9708836031029513,-0.0,0.0,0.0,0.0,0.0,32.02521687971304,7.0,2,0,0,2,0,1.0,4e-05
6,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-1.21251387,2.24595021,-1.97146697,2.5523483756614067,3.2250836027213934,-0.87114986,-0.30425496,0.3853918,3453844.03432422,0.0,7.0,0.02463534,-1.46995006,2.01959565,-1.78817459,2.497903074259072,3.071984396561056,-0.0,-0.0,-0.0,0.0,0.0,31.17309403253903,7.0,8,0,0,2,0,1.0,4e-05
7,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.2075346,-1.09952293,-0.61175572,1.6331229236628042,1.7439425290833594,-0.60518348,0.65136352,-0.45768823,4594790.99445082,0.0,7.0,0.00257108,1.16157182,-1.05005284,-0.64651646,1.5658416458282676,1.6940612718733374,-0.0,0.0,-0.0,0.0,0.0,31.458529478266115,7.0,2,0,0,3,0,1.0,4e-05
8,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-1.3059375,-1.65227323,0.45688477,2.106057829329689,2.1550460026502534,0.06821509,0.98267153,0.17234666,1280525.27402815,0.0,7.0,17.7982592,-2.5806756,-2.02693624,0.97434521,3.2815174955286617,3.423113445638436,-0.0,0.0,0.0,0.0,0.0,30.180876573009733,3.0,15,158,64,1,0,1.0,4e-05
9,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.76953981,-1.65107923,0.28273111,2.4201929185319564,2.4366515227816348,0.00933447,0.44710845,-0.89443105,9390217.82228213,0.0,7.0,0.00240949,1.77243514,-1.60345741,0.19424186,2.390105016770336,2.3979849647916867,0.0,0.0,-0.0,0.0,0.0,32.17327469913486,7.0,3,0,0,2,0,1.0,4e-05
10,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-0.27992604,-1.42151576,-2.59861923,1.448815255233896,2.975212185092729,-0.46777005,0.76161255,-0.44848356,2257787.67,0.0,7.0,23.3844609,-1.15474416,-0.67535183,-2.11974455,1.3377347156063697,2.5065616143620244,0.0,0.0,0.0,0.0,0.0,30.74799163568469,15.0,89,2,1,1,0,1.0,4e-05
11,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-0.83204458,0.45198048,1.14901452,0.94688148012748,1.4888985541598316,-0.584077224,-0.000188348117,-0.811698072,107170.684,0.0,10.0,517.726023,-2.25446847,1.0428016,2.24460258,2.4839612032370195,3.3478805237537013,-0.0,-0.0,0.0,0.0,0.0,27.700273671028125,4.0,77,51,24,1,0,1.0,4e-05
12,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-1.80929743,-1.36059819,-2.08045489,2.2637987156184805,3.0745856914649154,-0.24395594,-0.67346613,0.69780288,5257301.35394019,0.0,7.0,0.00157786,-1.82145398,-1.39415763,-2.04568273,2.2937676644649643,3.073465134073479,-0.0,-0.0,0.0,0.0,0.0,31.593224053435016,7.0,2,0,0,3,0,1.0,4e-05
13,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-0.28961567,-0.40372755,-1.73753609,0.4968633322540026,1.8071814615558228,-0.79740127,-0.57447665,-0.18473711,4613042.09061723,0.0,7.0,0.06501938,-1.69578831,0.00239317,-1.28777952,1.6957899986718004,2.1293378810622645,-0.0,0.0,0.0,0.0,0.0,31.462493737804632,7.0,15,0,0,2,0,1.0,4e-05
14,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.30389261,-1.10389824,-0.88709004,1.1449637735263547,1.4484028382169485,-0.780060415,0.422234692,0.461761426,967476.328,0.0,7.0,214.584253,1.97177684,-1.83163806,-1.04538062,2.6912454160854504,2.887147819262556,-0.0,0.0,0.0,0.0,0.0,29.900541887361605,6.0,118,57,26,1,0,1.0,4e-05
15,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.00466367,-0.06274166,1.31955281,1.0066208848009386,1.6596702154633978,-0.84103239,0.54066268,0.01866524,4962784.83180925,0.0,7.0,0.0272115,0.21964861,0.16742589,1.29867263,0.2761828027180986,1.3277151578664532,-0.0,0.0,-0.0,0.0,0.0,31.5355732501269,11.0,10,0,0,3,0,1.0,4e-05
16,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.80103982,0.1115744,1.26770114,1.804492526989512,2.2052799052089265,0.625701043,0.34061597,0.701768455,1139185.64,0.0,7.0,31.2039538,1.63969123,0.68903916,2.34196838,1.778584351036638,2.940778500103713,0.0,0.0,0.0,0.0,0.0,30.06391986518164,3.0,20,158,64,1,0,1.0,4e-05
17,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-0.28570805,0.42609353,-2.5392576,0.5130153858732343,2.590562476625573,-0.63922038,-0.75364699,0.15301477,3864433.67021502,0.0,7.0,0.02743666,-0.66040867,0.08357299,-2.72274913,0.665675638782665,2.8029425397222227,-0.0,0.0,-0.0,0.0,0.0,31.28542135246765,7.0,7,0,0,3,0,1.0,4e-05
18,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-1.54621158,-1.76546807,-1.40153056,2.3468378206249407,2.733484162553267,-0.86034626,-0.40718034,-0.30660802,2368549.05328346,0.0,7.0,12.4015901,-2.31034924,-2.40658728,-1.58171682,3.3360719337308025,3.692046051405276,-0.0,-0.0,-0.0,0.0,0.0,30.79588376278579,3.0,19,158,64,1,0,1.0,4e-05
19,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-0.17205517,-1.23283855,-2.90283261,1.244786677262346,3.1584697297218542,0.97858369,-0.0620939,0.19626083,3055622.97475944,0.0,7.0,0.02052703,0.28437153,-1.26708776,-2.88966963,1.298606390950067,3.1680544706745017,0.0,-0.0,-0.0,0.0,0.0,31.05058970048221,7.0,4,0,0,2,0,1.0,4e-05
20,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,2.58352514,0.7493316,0.84497915,2.689999999213862,2.819590353172833,-0.725504782,-0.279123887,-0.62907286,340282.47303365,0.0,7.0,6.60348179,-0.6840072,-3.20964456,0.60118181,3.2817196789472183,3.336330861869714,-0.0,0.0,0.0,0.0,0.0,28.855627005665,3.0,25,158,64,1,0,1.0,4e-05
21,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-1.3960712,-1.49422031,0.79214332,2.044922768782708,2.192988866753901,0.88610545,0.29676778,-0.35601408,56132858.00411825,0.0,7.0,0.000747,-1.33038627,-1.47222161,0.76575283,1.984279238503368,2.126908905667686,0.0,0.0,-0.0,0.0,0.0,33.96132755416673,7.0,2,0,0,10,0,1.0,4e-05
22,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-1.63523391,0.86839181,0.51783123,1.8515113491655848,1.922561691819609,-0.31417948,0.938816692,0.14111865,916490.398,0.0,7.0,141.717485,-0.91629738,0.47366685,0.97626911,1.031484936091549,1.4202332725731992,0.0,0.0,0.0,0.0,0.0,29.84640252035137,15.0,54,2,1,1,0,1.0,4e-05
23,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,2.65099936,-0.45640156,0.1539294,2.689999998269674,2.6944005364598644,-0.512092343,-0.00622347,0.858907853,840578.861,0.0,7.0,32.91865971,0.84236667,-0.46867962,2.3393099,0.9639720913648036,2.530140905398006,0.0,-0.0,0.0,0.0,0.0,29.759941704681587,3.0,78,158,64,1,0,1.0,4e-05
24,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-1.53178315,-0.83606874,0.19166973,1.7450990105518684,1.7555933020000345,0.88277742,0.22375505,-0.413083178,2282832.32485956,0.0,7.0,0.06847664,-1.02790706,-0.85779819,-0.19667543,1.3388094183882633,1.353178437431961,-0.0,-0.0,-0.0,0.0,0.0,30.759023128683044,7.0,9,0,0,2,0,1.0,4e-05
25,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.86590948,-1.25695469,-1.38908134,1.5263467234763095,2.063802628499892,-0.591487409,-0.598278014,-0.540560879,1208010.22,0.0,7.0,114.061113,-1.01243094,0.13678085,0.94952505,1.0216288020587547,1.394748446772216,0.0,-0.0,0.0,0.0,0.0,30.12258076866433,15.0,101,2,1,1,0,1.0,4e-05
26,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-1.23788631,0.89093456,-1.38063805,1.5251645506920917,2.05725261739914,-0.07512294,-0.95038418,0.30187159,2458167.58510841,0.0,7.0,0.03730777,-1.29854428,0.12354743,-1.13689202,1.304408377227133,1.730319242140017,-0.0,-0.0,0.0,0.0,0.0,30.833022397200587,7.0,2,0,0,2,0,1.0,4e-05
27,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,2.01463353,-0.74149236,-1.5619426,2.146755500782199,2.654849122988609,0.183238337,-0.560383033,-0.807709458,389661.593,0.0,7.0,15.21161206,0.83083367,-2.9161958,2.27734718,3.032240513406433,3.792201564974792,0.0,-0.0,-0.0,0.0,0.0,28.99112958212928,8.0,33,57,26,1,0,1.0,4e-05
28,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.2122366,-2.17524783,-1.80927481,2.490225029249218,3.0780994191870743,0.24491518,0.77102859,-0.58781924,1877027.36108872,0.0,7.0,2.47594363,-0.30414922,-3.27573324,-1.9717406,3.289822944729322,3.835452515852056,0.0,-0.0,0.0,0.0,0.0,30.56329554345254,3.0,12,158,64,1,0,1.0,4e-05
29,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.86661004,0.14707096,-3.26341003,1.8723949660005288,3.762407199202224,0.01295439,-0.20664868,-0.97832945,1213047.53945299,0.0,7.0,5.22663776,1.42257415,0.40767632,-4.29017927,1.479836880922004,4.538232625469379,0.0,0.0,0.0,0.0,0.0,30.12674202975132,3.0,11,158,64,1,0,1.0,4e-05
30,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.28909222,-1.4705569,-1.39128204,1.9555808210867016,2.3999920963679653,-0.210967235,0.552784862,-0.806177227,459273.874,0.0,7.0,190.751075,0.80828019,-1.56796143,-1.99273202,1.764035121961601,2.6613531924656977,0.0,0.0,0.0,0.0,0.0,29.155497637442288,7.0,101,41,18,1,0,1.0,4e-05
31,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-0.80672773,-1.10382378,0.25130362,1.3672002661075082,1.3901043403534663,0.0646950068,-0.208054823,-0.97597528,760857.223,0.0,7.0,216.499034,-2.18366152,0.09821617,0.70604015,2.1858691749457875,2.2970669871360307,0.0,-0.0,0.0,0.0,0.0,29.66029665259135,7.0,59,41,18,1,0,1.0,4e-05
32,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.03023192,-0.32904904,0.73159677,0.3304349250787634,0.8027584154565064,0.06831335,-0.68534088,0.72501115,105858280.0,0.0,11.0,0.00560617,0.08057513,-0.83410789,1.26589045,0.8379906465675908,1.5181261328150475,0.0,-0.0,0.0,0.0,0.0,34.595707427345886,11.0,2,0,0,11,0,1.0,4e-05
33,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-0.25765634,-1.89482794,1.51394201,1.9122655965495063,2.439012119975971,-0.66178688,0.5994387,-0.45023479,6795673.5128729,0.0,7.0,0.01072977,-0.46084654,-1.64250168,1.33177397,1.705928281679155,2.164211914162371,-0.0,0.0,-0.0,0.0,0.0,31.84989237050601,7.0,3,0,0,2,0,1.0,4e-05
34,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.53291865,-1.44064688,-2.52030234,2.103640420882704,3.28286870060029,-0.55187172,0.80561137,-0.2154714,1649733.17409772,0.0,7.0,0.02261927,1.53964643,-1.19593704,-2.69262129,1.9495580353135693,3.3243023244610246,0.0,0.0,-0.0,0.0,0.0,30.43421977109013,7.0,3,0,0,2,0,1.0,4e-05
35,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.46756555,2.34597463,-1.31515731,2.3921150700061315,2.729808282315239,0.87554948,-0.22563526,-0.42720234,8880926.48313523,0.0,7.0,0.00222407,0.54726627,2.32543519,-1.35404527,2.3889640418327875,2.7460130710503585,0.0,-0.0,-0.0,0.0,0.0,32.11751209417069,7.0,2,0,0,3,0,1.0,4e-05
36,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-1.80238051,1.9950806,-3.69,2.688665487435025,4.565634906924142,0.42394862,0.1834824,0.88690573,68293.8871,0.0,7.0,9.56737174,-1.46931221,2.90663533,-3.74238234,3.2569014894619226,4.961132218637513,0.0,0.0,-0.0,0.0,0.0,27.249671191779708,3.0,9,156,64,1,0,1.0,4e-05
37,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.64566842,1.51935348,-3.45692757,2.2397900673441264,4.119102787015579,-0.44385686,0.83627852,0.32191509,61946755.80038609,0.0,7.0,0.00717097,1.39824002,2.19413857,-3.29142693,2.6017915400529774,4.195570337084157,-0.0,0.0,0.0,0.0,0.0,34.05988144759398,7.0,3,0,0,11,0,1.0,4e-05
38,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.39152545,-1.89626201,-0.99876572,2.352052866873307,2.5553249601594827,-0.234369792,0.0693264241,0.969672443,900114.937,0.0,7.0,1358.60303,-1.91668104,0.65891185,-1.10114788,2.0267784869506347,2.306590056510779,0.0,0.0,0.0,0.0,0.0,29.8283733928886,7.0,310,41,18,1,0,1.0,4e-05
39,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.03620713,-0.94642119,-0.01018703,0.947113522838658,0.9471683064398184,-0.19225466,-0.666350946,-0.720426653,319773.33,0.0,10.0,93.4341774,-1.28383954,-1.59683805,-0.75103515,2.048935265545306,2.182244147415852,0.0,-0.0,0.0,0.0,0.0,28.79346333099026,7.0,50,41,18,1,0,1.0,4e-05
40,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-2.25030354,0.81995845,-2.86847457,2.395036091975012,3.736889647902333,0.636724016,-0.710856901,-0.29877248,979133.602,0.0,7.0,9.52216369,-3.29755368,0.07233637,-1.91041486,3.2983469834003696,3.811663384956119,0.0,0.0,0.0,0.0,0.0,29.91251903098439,3.0,51,158,64,1,0,1.0,4e-05
41,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.56997228,1.88373857,-2.77892462,2.452199820584376,3.706171340307432,-0.30224056,0.9525548,-0.03591654,882257.234,0.0,7.0,2.36033439,0.6398774,2.23143949,-4.27691839,2.321371423224259,4.866291832523242,0.0,0.0,0.0,0.0,0.0,29.80833459195216,9.0,37,55,26,1,0,1.0,4e-05
42,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,2.52371706,-0.73964571,-1.41420025,2.6298713989958613,2.985998312517358,0.837510408,-0.413602285,-0.357084676,579642.125,0.0,7.0,20.750607,1.20322684,0.82815907,-2.05469829,1.4606855492266808,2.520989356710689,-0.0,-0.0,0.0,0.0,0.0,29.38826181718005,7.0,54,41,18,1,0,1.0,4e-05
43,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.41225081,1.25981062,-0.23862542,1.325546501866472,1.3468539711789906,-0.40103494,-0.69315666,-0.59891971,14019815.6277587,0.0,7.0,0.00231163,0.36477037,1.1777445,-0.30953438,1.2329393862271525,1.2712006381811531,-0.0,-0.0,-0.0,0.0,0.0,32.574077939783415,7.0,2,0,0,4,0,1.0,4e-05
44,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-2.68998088,0.01014114,-2.77300791,2.689999995815255,3.8633758355107832,0.610349084,-0.4376569,-0.660250284,497538.34863486,0.0,7.0,11.1406163,-1.93457492,-2.66604298,1.06441908,3.2939892671804936,3.461698032782225,-0.0,-0.0,0.0,0.0,0.0,29.235523566251523,3.0,48,156,64,1,0,1.0,4e-05
45,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.70489457,-0.66830062,-2.70721451,0.9713403489549218,2.876197572605612,0.18648635,0.98162131,-0.04052709,1302987.99,0.0,7.0,393.836194,-2.18524585,-1.59837064,-2.29570709,2.707413549451992,3.5496984619587755,0.0,0.0,0.0,0.0,0.0,30.198266289831725,6.0,32,57,26,1,0,1.0,4e-05
46,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.27462135,-0.38292156,-2.20611132,0.4712173670278464,2.2558752100284267,0.36268104,-0.04755762,-0.93069906,281953840.0,0.0,7.0,0.00127866,0.36346108,-0.39457093,-2.43408864,0.5364607865220266,2.492504299465275,0.0,-0.0,-0.0,0.0,0.0,35.57534957851911,7.0,2,0,0,33,0,1.0,4e-05
47,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-0.05735776,-1.54233424,-2.94999075,1.5434004083544215,3.3293438160685893,0.913150564,0.37832006,0.15175631,2743977.52419998,0.0,7.0,0.08560056,-0.21055982,-1.23340323,-3.50753476,1.2512469642611983,3.724032633877034,-0.0,0.0,-0.0,0.0,0.0,30.943014727863467,7.0,14,0,0,2,0,1.0,4e-05
48,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.23828645,1.75041952,-2.75712511,2.144136616041672,3.4927153763859926,-0.883097377,0.27993501,-0.376530764,1314534.59,0.0,7.0,101.01057,2.24352653,1.81459407,-4.32788319,2.885509128332989,5.201608966077475,0.0,0.0,-0.0,0.0,0.0,30.20708888795209,3.0,60,158,64,1,0,1.0,4e-05
49,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.81240683,-1.32087156,-0.30754386,2.2426591795115645,2.2636482547584955,-0.740962965,0.555518758,-0.377323196,706399.005,0.0,7.0,238.258329,-0.67116324,-0.824961416,-1.49603907,1.0634949142407888,1.835525628146468,-0.0,-0.0,-0.0,0.0,0.0,29.58603117067882,7.0,148,41,18,1,0,1.0,4e-05
50,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-2.07776047,-0.36532552,-1.1682015,2.1096329790411152,2.4114821274187666,0.86681896,-0.15031855,-0.47542531,2115950.92278867,0.0,7.0,0.03673229,-1.59841499,-0.29505222,-1.59496183,1.6254188053494485,2.277254823672699,0.0,0.0,-0.0,0.0,0.0,30.683110529260578,7.0,4,0,0,2,0,1.0,4e-05
51,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.96406296,-1.87227022,-3.69,2.105899610034346,4.2486366245588485,0.620886256,0.220146886,0.752353378,24097.58072702,0.0,7.0,5.63698666,3.00734642,-1.23029462,-3.38757731,3.249270278368323,4.693978842422982,0.0,0.0,0.0,0.0,0.0,26.207962380627222,4.0,83,53,24,1,0,1.0,4e-05
52,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.75504545,1.19805493,0.3225436,2.1249753285304296,2.149314895673496,-0.11224786,-0.480330728,0.869875169,273377.511,0.0,15.0,33.6099809,-1.31758347,2.36041024,-0.29010079,2.703250395637463,2.7187719966692176,-0.0,0.0,-0.0,0.0,0.0,28.636704594080392,6.0,68,53,24,1,0,1.0,4e-05
53,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-0.39825004,-2.30648167,-2.59145025,2.340611199752319,3.4920016017509288,-0.5019299,0.22504959,0.835116194,1591838.02257701,0.0,7.0,41.7152814,-1.38541824,-3.0324034,-3.01993549,3.3338947313999374,4.498317957172191,0.0,-0.0,-0.0,0.0,0.0,30.39849554655602,3.0,12,158,64,1,0,1.0,4e-05
54,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.31122958,0.58542433,-3.3611551,0.6630124415295126,3.4259231024468333,-0.02282025,-0.3524395,-0.93555632,1930401.71,0.0,7.0,0.02250176,0.25022943,0.69841298,-3.70839647,0.7418864187128682,3.781877818885621,-0.0,0.0,-0.0,0.0,0.0,30.591334330077657,6.0,7,0,0,2,0,1.0,4e-05
55,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,0.41355063,2.65802105,-3.65618498,2.690000004798606,4.5391396358554665,-0.181562935,-0.707387586,-0.683108852,53518.3629,0.0,6.0,128.612023,0.51131959,0.8357749,-2.09325628,0.9797792642160672,2.311209479979522,-0.0,0.0,0.0,0.0,0.0,27.00587575672757,15.0,141,2,1,1,0,1.0,4e-05
56,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,-2.2520266,-1.35120245,1.69,2.626284803290299,3.1230548935287006,-0.57509832,0.01748034,-0.81789753,309908520.0,0.0,7.0,0.00081812,-2.345004,-1.34837637,1.55776872,2.705025433372185,3.12150700466951,-0.0,0.0,-0.0,0.0,0.0,35.66988336607797,6.0,3,0,0,15,0,1.0,4e-05
57,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.20452816,0.1998585,-1.55909879,1.2209961131204454,1.980308194507789,-0.104028359,-0.992579553,0.062959758,2247508.75,0.0,7.0,35.8170261,2.43692619,-2.20927741,-3.20756475,3.289303259026784,4.594342994954424,0.0,0.0,0.0,0.0,0.0,30.743428589493337,3.0,65,158,64,1,0,1.0,4e-05
58,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.12511764,0.38532319,0.72254742,1.1892702235366637,1.3915597143994942,0.689842381,-0.0820684562,-0.719292888,650072.258,0.0,7.0,5.55855883,1.270936,0.62998904,1.0288646,1.4185078451020712,1.7523489583268743,-0.0,-0.0,0.0,0.0,0.0,29.502934452805487,7.0,20,41,18,1,0,1.0,4e-05
59,0.0,208.7,6.4,22.0,16.7,26.2,300.0,42.0,2967235.08,0,0.0,0,0.0059768755052057,0.0,1.01710931,2.2088241,-1.5210167,2.431751478508749,2.8682585404576724,-0.6987639,0.38741436,0.60136439,6336838.02325004,0.0,7.0,0.00454505,0.93358987,2.30367894,-1.43209927,2.485664237978682,2.868699186582775,-0.0,0.0,0.0,0.0,0.0,31.77998611845916,7.0,3,0,0,2,0,1.0,4e-05
